player,pos_x,age_x,team_id_x,g_x,mp_x,fg_per_poss,fga_per_poss,fg_pct_x,fg3_per_poss,fg3a_per_poss,fg3_pct_x,fg2_per_poss,fg2a_per_poss,fg2_pct_x,ft_per_poss,fta_per_poss,ft_pct_x,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,off_rtg,def_rtg,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp,votes_first,points_won,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,efg_pct,ft_per_g,fta_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,fg_per_mp,fga_per_mp,fg3_per_mp,fg3a_per_mp,fg2_per_mp,fg2a_per_mp,ft_per_mp,fta_per_mp,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
Kareem Abdul-Jabbar,C,35,LAL,79.0,2554.0,13.1,22.2,0.588,0.0,0.0,0.0,13.1,22.2,0.589,5.0,6.7,0.7490000000000001,3.0,7.7,10.7,3.6,1.1,3.1,3.6,4.0,31.2,118.0,104.0,23.6,0.619,0.002,0.302,7.6,17.6,12.8,10.8,1.1,3.5,12.6,24.6,,8.0,2.9,10.9,0.205,,3.4,0.4,3.8,3.8,0.0,15.0,32.3,9.1,15.5,0.0,0.0,9.1,15.5,0.588,3.5,4.7,2.1,5.4,7.5,2.5,0.8,2.2,2.5,2.8,21.8,10.2,17.3,0.0,0.0,10.2,17.3,3.9,5.2,2.4,6.0,8.3,2.8,0.9,2.4,2.8,3.1,24.3
Alvan Adams,C,28,PHO,80.0,2447.0,9.2,18.9,0.486,0.0,0.1,0.33299999999999996,9.2,18.9,0.48700000000000004,3.5,4.2,0.8290000000000001,3.1,7.5,10.6,7.3,2.2,1.4,4.7,5.5,21.9,102.0,98.0,16.8,0.527,0.003,0.221,7.6,16.7,12.4,21.8,2.2,1.7,18.4,22.0,,2.0,4.5,6.5,0.128,,1.7,1.6,3.2,3.2,0.0,0.0,30.6,6.0,12.3,0.0,0.0,6.0,12.2,0.48700000000000004,2.3,2.7,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2,7.0,14.4,0.0,0.0,7.0,14.4,2.6,3.2,2.4,5.7,8.1,5.5,1.7,1.1,3.6,4.2,16.7
Mark Aguirre,SF,23,DAL,81.0,2784.0,12.9,26.7,0.483,0.3,1.3,0.21100000000000002,12.6,25.4,0.496,7.2,9.9,0.728,3.2,5.3,8.5,5.6,1.3,0.4,4.4,4.1,33.2,108.0,110.0,20.5,0.535,0.048,0.371,7.3,12.5,9.8,18.2,1.3,0.5,12.4,30.0,,5.9,1.0,6.9,0.11800000000000001,,2.4,-0.7,1.7,2.6,0.0,0.0,34.4,9.5,19.6,0.2,0.9,9.3,18.7,0.488,5.3,7.3,2.4,3.9,6.3,4.1,1.0,0.3,3.2,3.0,24.4,9.9,20.5,0.2,1.0,9.7,19.6,5.5,7.6,2.5,4.1,6.6,4.3,1.0,0.3,3.4,3.2,25.6
Danny Ainge,SG,23,BOS,80.0,2048.0,8.0,16.2,0.496,0.1,0.7,0.172,7.9,15.6,0.509,1.6,2.2,0.742,1.9,3.0,4.8,5.7,2.5,0.1,2.2,5.8,17.8,110.0,104.0,13.2,0.519,0.04,0.135,4.4,6.8,5.6,16.1,2.5,0.2,11.4,16.5,,2.8,2.4,5.2,0.121,,1.5,-0.3,1.1,1.6,0.0,0.0,25.6,4.5,9.0,0.1,0.4,4.4,8.6,0.499,0.9,1.2,1.0,1.6,2.7,3.1,1.4,0.1,1.2,3.2,9.9,6.3,12.7,0.1,0.5,6.2,12.1,1.3,1.7,1.5,2.3,3.8,4.4,1.9,0.1,1.7,4.6,13.9
J.J. Anderson,SF,22,TOT,65.0,1202.0,7.1,14.1,0.501,0.0,0.1,0.0,7.1,14.0,0.507,3.7,6.5,0.5710000000000001,4.4,6.5,11.0,2.5,2.3,0.8,2.9,5.7,17.9,103.0,103.0,13.7,0.526,0.011000000000000001,0.462,10.4,14.4,12.5,7.6,2.3,0.9,14.8,17.4,,0.9,1.4,2.3,0.094,,-0.7,0.4,-0.3,0.5,0.0,0.0,18.5,2.9,5.8,0.0,0.1,2.9,5.8,0.501,1.5,2.7,1.8,2.7,4.5,1.0,1.0,0.3,1.2,2.4,7.4,5.7,11.4,0.0,0.1,5.7,11.2,3.0,5.2,3.6,5.2,8.8,2.0,1.9,0.6,2.4,4.6,14.4
Richard Anderson,C,22,SDC,78.0,1274.0,6.4,15.8,0.40399999999999997,0.3,0.7,0.368,6.1,15.1,0.405,1.8,2.5,0.696,4.1,5.9,10.0,4.4,2.1,1.0,3.4,6.2,14.7,94.0,108.0,10.4,0.43700000000000006,0.044000000000000004,0.16,9.2,15.6,12.2,12.1,2.1,1.2,16.8,16.9,,-0.3,0.8,0.5,0.017,,-3.5,0.9,-2.6,-0.2,0.0,0.0,16.3,2.2,5.5,0.1,0.2,2.1,5.3,0.41200000000000003,0.6,0.9,1.4,2.1,3.5,1.5,0.7,0.3,1.2,2.2,5.2,4.9,12.2,0.2,0.5,4.7,11.6,1.4,1.9,3.1,4.5,7.7,3.4,1.6,0.7,2.6,4.8,11.4
Tiny Archibald,PG,34,BOS,66.0,1811.0,6.0,14.1,0.425,0.1,0.6,0.20800000000000002,5.9,13.5,0.435,5.6,7.5,0.743,0.6,1.7,2.3,10.4,1.0,0.1,4.2,2.8,17.7,104.0,108.0,12.3,0.509,0.043,0.535,1.5,3.9,2.7,28.0,1.0,0.1,19.3,18.3,,1.7,1.2,2.9,0.077,,-0.6,-3.7,-4.4,-1.1,0.0,0.0,27.4,3.6,8.4,0.1,0.4,3.5,8.0,0.429,3.3,4.5,0.4,1.0,1.4,6.2,0.6,0.1,2.5,1.7,10.5,4.7,11.0,0.1,0.5,4.6,10.5,4.4,5.9,0.5,1.3,1.8,8.1,0.8,0.1,3.2,2.2,13.8
James Bailey,PF,25,TOT,75.0,1765.0,10.2,20.6,0.49700000000000005,0.0,0.0,0.0,10.2,20.6,0.498,6.0,8.6,0.7020000000000001,4.5,8.1,12.6,1.8,1.1,1.6,5.2,7.2,26.5,99.0,106.0,15.6,0.544,0.001,0.41600000000000004,9.8,19.6,14.4,6.0,1.1,1.9,17.6,25.2,,0.6,1.4,2.0,0.055,,-2.5,-0.6,-3.1,-0.5,0.0,0.0,23.5,5.1,10.3,0.0,0.0,5.1,10.3,0.49700000000000005,3.0,4.3,2.3,4.0,6.3,0.9,0.6,0.8,2.6,3.6,13.3,7.9,15.8,0.0,0.0,7.9,15.8,4.6,6.6,3.5,6.2,9.7,1.4,0.9,1.2,4.0,5.5,20.3
Greg Ballard,SF,28,WSB,78.0,2840.0,10.2,21.7,0.473,0.2,0.6,0.35100000000000003,10.0,21.0,0.47700000000000004,3.1,4.0,0.7809999999999999,2.1,6.5,8.6,4.5,2.3,0.4,2.7,3.0,23.8,104.0,99.0,16.8,0.509,0.028999999999999998,0.183,4.7,15.2,9.9,14.8,2.3,0.5,10.2,22.4,,2.8,5.1,7.9,0.133,,2.0,0.7,2.8,3.4,0.0,0.0,36.4,7.7,16.3,0.2,0.5,7.6,15.9,0.478,2.3,3.0,1.6,4.9,6.5,3.4,1.7,0.3,2.0,2.3,18.0,7.6,16.1,0.2,0.5,7.5,15.7,2.3,3.0,1.6,4.9,6.4,3.3,1.7,0.3,2.0,2.2,17.8
Gene Banks,PF,23,SAS,81.0,2722.0,8.6,15.7,0.55,0.0,0.1,0.0,8.6,15.6,0.5529999999999999,3.3,4.7,0.705,3.8,6.7,10.4,4.8,1.3,0.4,2.9,3.9,20.6,116.0,107.0,16.7,0.579,0.005,0.303,9.2,15.1,12.3,13.7,1.3,0.4,14.1,17.7,,5.9,2.0,7.9,0.14,,2.3,0.9,3.2,3.6,0.0,0.0,33.6,6.2,11.3,0.0,0.1,6.2,11.3,0.55,2.4,3.4,2.7,4.8,7.6,3.4,1.0,0.3,2.1,2.8,14.9,6.7,12.2,0.0,0.1,6.7,12.1,2.6,3.7,2.9,5.2,8.1,3.7,1.0,0.3,2.3,3.0,16.0
